id,name,metric_report_id,type,values
f32e70a4-fe9c-4b38-bf2a-2a64fad57a54,"http_req_blocked",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":32.37638536774553,""min"":4.5881577467553285,""max"":34.25753656067027}"
045a4c14-4f84-41e4-907d-fb6432e07d1c,"http_req_receiving",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":73.15081136375512,""min"":80.06556145258898,""max"":60.047280073737966}"
dfe3fd7c-0595-44b4-aea5-1035a8d1d0db,"iterations",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":67.21960718510532,""min"":65.50725329264701,""max"":17.680806609616006}"
a6b7f7e2-07d5-4464-9227-b72ec8063d83,"data_sent",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":90.01111259732608,""min"":20.033767765757105,""max"":68.46980449287726}"
60af2d60-89c4-49df-badb-1040bfcb1e35,"iteration_duration",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,counter,"{""count"":160.49268286038665,""rate"":93.9603028794931}"
6f4fc4a0-774b-46cd-bc2a-4fff89bf1663,"http_req_sending",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,rate,"{""rate"":59.387134585513735,""passes"":84.63539168216471,""fails"":83.6812910375281}"
2cc25b4d-aa8f-436b-b338-0025c4cd206b,"http_req_duration",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,rate,"{""rate"":88.78088331552433,""passes"":82.8381591037617,""fails"":13.008166565803736}"
d2bffe54-212a-4f44-9669-5afe0f345d68,"http_req_tls_handshaking",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":89.21945006565684,""min"":17.917091956225295,""max"":64.03730796095557}"
4ce3948e-bf89-4a79-9139-e85f9db9891d,"vus_max",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":80.2763183852324,""min"":17.02883095329375,""max"":7.906945196823956}"
b7a8fdc0-f605-42d8-bab0-a769236cc329,"http_req_waiting",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":49.249684778120404,""min"":38.97335682731335,""max"":48.44959501624571}"
23151961-c62a-4dcd-af46-661362601ea6,"http_req_connecting",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,counter,"{""count"":865.5787474713483,""rate"":7.859852890831142}"
b0084592-84ce-4b71-94b5-55da5d16566a,"vus",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,counter,"{""count"":768.1852017995164,""rate"":42.46564105778289}"
e225902d-6da5-40b7-922d-a96042f71942,"http_reqs",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,rate,"{""rate"":11.133342438337179,""passes"":34.620552284951614,""fails"":78.82098084340709}"
3fa2783a-dd2f-49e2-ade4-dcf9ed6679fa,"http_req_failed",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":5.2136638710593575,""min"":2.0341965924375494,""avg"":7.295456204177352,""med"":7.9052173756711905,""p95"":7.607813078390786,""p90"":3.728141093531423}"
ca974f8f-7f4e-4174-a6ec-5172845a0b8c,"data_received",d339f9fc-9364-46a4-9988-513498884c64,rate,"{""rate"":8.85732627773086,""passes"":69.92893769855799,""fails"":4.946395993978414}"
9bbd1989-33eb-454d-b11e-c47bb2eb7f03,"http_req_blocked",d339f9fc-9364-46a4-9988-513498884c64,counter,"{""count"":679.7966335984975,""rate"":9.71010016407462}"
8cdbc4f9-0730-4d10-9f7f-b1b4e10cbbeb,"http_req_receiving",d339f9fc-9364-46a4-9988-513498884c64,rate,"{""rate"":24.982517339632647,""passes"":49.405026856264236,""fails"":76.83073432569743}"
c04f650d-a136-411a-9890-4a2269f5c240,"iterations",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":16.304336354364303,""min"":82.71278760847835,""max"":0.7662757430235589}"
37878694-2edd-49b6-882f-6466ecd30886,"data_sent",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":0.2796206948070801,""min"":0.4344497455645502,""avg"":6.784884412719521,""med"":0.597199044584471,""p95"":3.0870387755038187,""p90"":9.19516361234342}"
0040a54f-89c4-4072-8b47-fae7c7d0b3c1,"iteration_duration",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":5.268253314843038,""min"":0.8361579685124632,""avg"":1.144608591584202,""med"":0.2571493520429913,""p95"":2.791264937779847,""p90"":6.402477603178918}"
459fb7a1-58ea-4688-a660-5b0fc77951fa,"http_req_sending",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":34.8967375138062,""min"":32.81515850809244,""max"":88.94248378465008}"
8b0a01e4-32d0-4812-bad0-c22f9a3ec027,"http_req_duration",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":3.4737647987449627,""min"":4.932685565541886,""avg"":8.831701919109333,""med"":8.8457922618932,""p95"":6.277491012161411,""p90"":1.2245531333722337}"
016ca86a-164c-4a7d-a7e4-33d6d9c29e9c,"http_req_tls_handshaking",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":88.50708494141693,""min"":41.09891406554262,""max"":4.7039508555891345}"
cdf0ad68-c076-4b36-862f-f32f8b710e3f,"vus_max",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":73.1580597022531,""min"":45.335130057105445,""max"":58.043448714821366}"
e8395c26-1f56-4d75-889c-45f6caf701c8,"http_req_waiting",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":4.527572017288147,""min"":5.013075492259407,""avg"":4.031336682993033,""med"":2.6685495531971837,""p95"":9.063513381284912,""p90"":6.134882644689629}"
50a05369-37fb-4142-bbd7-99b9c157f7d9,"http_req_connecting",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":39.028779207351185,""min"":40.53724312285144,""max"":48.70128379033505}"
042f7b97-e2b7-44ce-a9ca-7fe030790c2a,"vus",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":0.6020032035747303,""min"":56.62955807265535,""max"":74.82493322273022}"
4aaae764-9853-4651-9a8b-21b78c73d40c,"http_reqs",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":96.80433100999053,""min"":26.29803893490087,""max"":12.882230797680505}"
23b2f166-7584-411b-895a-0e758fed1d8c,"http_req_failed",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":2.842707067170438,""min"":8.892766384109516,""avg"":7.626896077395237,""med"":5.935943063503774,""p95"":6.366566350573947,""p90"":3.064822780242704}"
75bb54c4-f626-4b27-8d2d-8d481b408451,"data_received",68236642-9ea6-4ada-a31a-6ff6a610b220,rate,"{""rate"":49.7632906855093,""passes"":47.2961487825851,""fails"":71.24880594019167}"
b1ca3427-210f-4268-a9ce-4d410c2c2db9,"http_req_blocked",68236642-9ea6-4ada-a31a-6ff6a610b220,gauge,"{""value"":3.1455939157656654,""min"":27.71156875972406,""max"":84.71148305050285}"
d26f4f27-3ae3-4f09-abea-50ca109f2b76,"http_req_receiving",68236642-9ea6-4ada-a31a-6ff6a610b220,gauge,"{""value"":15.674619017895653,""min"":70.92118895535145,""max"":4.3071771014462135}"
d82a3f36-242e-4cdf-843a-86b43a48a4a5,"iterations",68236642-9ea6-4ada-a31a-6ff6a610b220,counter,"{""count"":740.1190215270811,""rate"":16.555764259936456}"
0942959a-cf36-4335-a7c9-2abbbfcc35b0,"data_sent",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":6.570660953991546,""min"":7.073639832440174,""avg"":3.4272976168594638,""med"":6.023911955461616,""p95"":7.92225318316551,""p90"":8.26858019878674}"
45f3d4fd-3ffd-4cdc-97c3-ab5edd7ae822,"iteration_duration",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":8.09120964866137,""min"":2.855559693561822,""avg"":0.22095817284701114,""med"":4.106798591222294,""p95"":1.5573119927717805,""p90"":6.920217694093847}"
aad11da6-d664-40e0-9b34-d54ad0500d9d,"http_req_sending",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":3.0986207599880435,""min"":7.525533369520987,""avg"":9.090309766512238,""med"":6.5855318164184915,""p95"":0.4716509537169733,""p90"":2.351477250401511}"
fd8ec3e5-5ab1-4903-84eb-f5e4683ddb3d,"http_req_duration",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":9.903352727749377,""min"":6.544657969002172,""avg"":4.768471905540428,""med"":9.45771881728632,""p95"":5.845265954035776,""p90"":6.63082160347114}"
16ae0a63-18df-4c2b-bdd1-a5ced0aa00a9,"http_req_tls_handshaking",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":2.064089892232124,""min"":6.39366647127347,""avg"":2.204371288878159,""med"":7.589362688806016,""p95"":0.5137198617396099,""p90"":3.133939073558013}"
6b1bd37f-70ee-4418-b4fc-1a6057c15680,"vus_max",68236642-9ea6-4ada-a31a-6ff6a610b220,rate,"{""rate"":71.63174475053854,""passes"":67.3972236842922,""fails"":21.01915136823056}"
0751a55f-df77-481a-bc10-df5fe531340c,"http_req_waiting",68236642-9ea6-4ada-a31a-6ff6a610b220,rate,"{""rate"":38.28062768928741,""passes"":33.75785210931617,""fails"":4.952228668831726}"
ac2df2c1-9e6f-4c33-a575-5e3ae5057a7d,"http_req_connecting",68236642-9ea6-4ada-a31a-6ff6a610b220,rate,"{""rate"":47.981924522109665,""passes"":23.231439093846095,""fails"":14.968550176635109}"
f96f0d37-4a3e-4166-9e90-5264e8dc388e,"vus",68236642-9ea6-4ada-a31a-6ff6a610b220,gauge,"{""value"":49.69949460238892,""min"":90.39996962343051,""max"":63.97357545099587}"
d6cd72e2-5962-4bef-a424-22283a3160e3,"http_reqs",68236642-9ea6-4ada-a31a-6ff6a610b220,rate,"{""rate"":86.28823222287298,""passes"":34.187733490226776,""fails"":85.8148272862891}"
ab0f306a-45a7-4f8d-95ea-21052284907c,"http_req_failed",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,rate,"{""rate"":41.0729678644421,""passes"":27.566625306508897,""fails"":36.81441019789729}"
7edc264f-c183-4364-ae7c-80ce94e8242c,"data_received",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,rate,"{""rate"":6.266681350068703,""passes"":13.852321780365418,""fails"":68.4575191058995}"
d3bfd08c-92b7-497f-b510-b25f3bb3ece8,"http_req_blocked",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,rate,"{""rate"":41.37482218698937,""passes"":25.602219994440766,""fails"":58.5324652439391}"
28ba8326-b9e7-497b-abc8-626b762de5a4,"http_req_receiving",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":4.459318791091809,""min"":6.430503432528891,""avg"":0.5382081927270388,""med"":7.443587195812981,""p95"":4.225315787921397,""p90"":1.7603939927310952}"
d0718c6a-0f0b-4e96-b6db-f66d386ede48,"iterations",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":588.6292871888556,""rate"":47.22129153794435}"
95618acf-77a2-42a2-92ad-3b0e7a5e6f44,"data_sent",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,gauge,"{""value"":8.094221208540231,""min"":80.5810697363377,""max"":10.222310406829838}"
f81c9954-6693-44c3-bed0-6f39a78fbf39,"iteration_duration",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,gauge,"{""value"":75.67097447755455,""min"":93.54808670840309,""max"":6.404959898596962}"
c4bc456a-4373-4ed2-a529-a17d8f9b91a3,"http_req_sending",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,rate,"{""rate"":23.20553949993386,""passes"":97.83480126686013,""fails"":27.601568770327557}"
0dca8c97-4f0e-42de-8765-85732c3ec123,"http_req_duration",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,rate,"{""rate"":36.865327712182115,""passes"":32.9528436626028,""fails"":20.938627519498134}"
64255c58-65a3-47aa-8ee1-de278523815d,"http_req_tls_handshaking",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":340.3975063378144,""rate"":16.558627015995064}"
364fd990-9bc2-42f6-81d8-cc27fd62ab83,"vus_max",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,gauge,"{""value"":80.6768312147643,""min"":13.20565334461139,""max"":99.13766661667009}"
7de50c15-3c24-490c-9b5b-b8bb4831ffec,"http_req_waiting",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":263.2485296359292,""rate"":73.09697392036547}"
7d5df2a3-1cf8-4bd7-bc51-ccc15e6a8ae5,"http_req_connecting",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,rate,"{""rate"":83.98272991013958,""passes"":87.5145457192832,""fails"":9.398623040348465}"
0a5d9839-ba38-409c-b62c-86ae9d8ba152,"vus",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":1.1562147575376713,""min"":5.537588741444878,""avg"":1.5237663719446526,""med"":1.181304497085156,""p95"":3.819017599175406,""p90"":6.1230821523578305}"
1d4d5300-96cd-4116-9f02-f0c2c57b9d9f,"http_reqs",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":152.50662293601846,""rate"":89.6110178224337}"
527503e9-bc84-46f9-ba35-8f4dba4619b2,"http_req_failed",ce124c8d-437b-48b4-baa5-5cb25024ad14,rate,"{""rate"":3.9525614544830834,""passes"":42.82195410091924,""fails"":75.57221517432603}"
2282f799-3398-405e-a610-4a1d0bdfaeec,"data_received",ce124c8d-437b-48b4-baa5-5cb25024ad14,rate,"{""rate"":56.407669100373084,""passes"":17.541433135174877,""fails"":78.07257489188561}"
d9c6aa8f-4d5e-440d-92c4-7f7b20f173c6,"http_req_blocked",ce124c8d-437b-48b4-baa5-5cb25024ad14,rate,"{""rate"":34.66695173932227,""passes"":84.28395535947661,""fails"":5.203520867502753}"
06c66037-0e6c-467d-bf41-beafd6b8b55e,"http_req_receiving",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":5.603312298486301,""min"":3.766457646651069,""avg"":5.8170419059291305,""med"":1.744974891230101,""p95"":1.4774102314158355,""p90"":7.7955166829378095}"
5c34982b-6af0-4539-9ffd-ccb62e8bf9a9,"iterations",ce124c8d-437b-48b4-baa5-5cb25024ad14,counter,"{""count"":133.40555358901142,""rate"":94.06692320208727}"
ab833cb2-22c1-4387-8293-c15b2b4d1c59,"data_sent",ce124c8d-437b-48b4-baa5-5cb25024ad14,gauge,"{""value"":61.87745309069437,""min"":83.6669962563789,""max"":55.63173953069307}"
3fde0927-ba47-4269-9fd8-12a7f8bfebba,"iteration_duration",ce124c8d-437b-48b4-baa5-5cb25024ad14,counter,"{""count"":314.89199592739124,""rate"":82.86260446868462}"
b0a946a9-c1a9-49de-9ff6-3674c052cbb0,"http_req_sending",ce124c8d-437b-48b4-baa5-5cb25024ad14,rate,"{""rate"":7.673645521832418,""passes"":23.08385826857211,""fails"":8.465615194108711}"
35c78da8-41d3-4418-b366-5e328fafbd26,"http_req_duration",ce124c8d-437b-48b4-baa5-5cb25024ad14,rate,"{""rate"":86.00616010513612,""passes"":85.97223651777666,""fails"":77.56947761779404}"
c7a960d6-9a5e-4a32-8507-c9ca0d2ec0a1,"http_req_tls_handshaking",ce124c8d-437b-48b4-baa5-5cb25024ad14,gauge,"{""value"":87.15701915483845,""min"":83.1690357984873,""max"":24.747437983758424}"
247bf47b-fb5e-4e3f-95a6-80aec6767dc1,"vus_max",ce124c8d-437b-48b4-baa5-5cb25024ad14,counter,"{""count"":66.16189189245402,""rate"":74.92725068101272}"
37fedb11-16a2-4dca-b233-72b8b2b9d31f,"http_req_waiting",ce124c8d-437b-48b4-baa5-5cb25024ad14,gauge,"{""value"":89.98783350869678,""min"":84.58018778220018,""max"":87.21979058403466}"
09b19175-4d1d-4528-9538-e6d04a1127ae,"http_req_connecting",ce124c8d-437b-48b4-baa5-5cb25024ad14,gauge,"{""value"":41.43995342385325,""min"":85.30245963109179,""max"":93.32587111227862}"
c91e4c8e-81e0-4b8f-a43e-1a3784d757df,"vus",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":7.119426176526637,""min"":7.066383238767254,""avg"":4.929588390570171,""med"":4.499407157167985,""p95"":9.184577274200514,""p90"":6.412818417818574}"
a2cafd43-e654-4af4-9f06-cf794b7444da,"http_reqs",ce124c8d-437b-48b4-baa5-5cb25024ad14,rate,"{""rate"":42.65735745830012,""passes"":56.153091984719794,""fails"":86.6084571721928}"
0aff183e-6833-4fac-ae35-a3bea7799a56,"http_req_failed",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":2.561569333575436,""min"":4.005044868383262,""avg"":9.3139936712401,""med"":3.4203794579436786,""p95"":0.7764956293833047,""p90"":5.405686251200933}"
05f21d6d-2f5b-406e-b2aa-652c18355017,"data_received",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":22.18744483671643,""min"":63.14634300354871,""max"":19.5091869395707}"
e2522faa-6029-4b60-bf23-6bb46c8cadb9,"http_req_blocked",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":13.60895348222716,""min"":82.39556711455234,""max"":67.22312970246708}"
944262fb-bfea-47e3-8620-4025be65691b,"http_req_receiving",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":925.9333326690178,""rate"":18.700552184157793}"
41836a99-f710-4087-b49b-f2834fa08352,"iterations",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":0.9086253371660324,""min"":5.956271674813278,""avg"":0.9298858708086977,""med"":2.352909908554277,""p95"":3.403585810967612,""p90"":3.1260433977485533}"
9a502586-9e15-4f01-a2b1-461f04954111,"data_sent",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":66.75249305887905,""min"":93.99951355152962,""max"":52.670170391197836}"
2d04838f-d333-4032-873a-e83e3efaf701,"iteration_duration",2866b211-8e8a-44e4-9f6a-72ebab4f3907,rate,"{""rate"":38.39232456009752,""passes"":4.465322374776859,""fails"":97.03197444995824}"
b407cab3-0b35-4c8c-abdb-4d4246a32e5b,"http_req_sending",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":34.912189306166354,""rate"":31.075589050278907}"
d1433ebf-4080-4794-bfcc-13304bf5b102,"http_req_duration",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":13.058092996153325,""min"":15.799621052772551,""max"":77.24842225409279}"
64064927-6877-443f-bea7-a5bd9fdff259,"http_req_tls_handshaking",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":41.13296228916603,""min"":71.42542398295265,""max"":40.964244391051515}"
42ba514f-8b53-4c11-b29b-918166139077,"vus_max",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":558.1731813950977,""rate"":38.90102976344442}"
dae75b79-f08a-46bc-a864-bd744d21ddad,"http_req_waiting",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":0.8815767401851526,""min"":45.5805563001342,""max"":86.29544411309958}"
5ed119c3-cedd-448b-9393-4c72b2dc3122,"http_req_connecting",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":364.69049661623865,""rate"":40.648077544744766}"
167f06a8-5a21-4c6d-945b-017cf740f4a9,"vus",2866b211-8e8a-44e4-9f6a-72ebab4f3907,rate,"{""rate"":10.675989652554973,""passes"":32.88170811135737,""fails"":1.3706203161201302}"
67d32388-55ab-4fb3-96ea-39e88a5a79da,"http_reqs",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":724.6973043373846,""rate"":96.92738611515519}"
37fd1fed-9618-4f1b-abac-34b083def369,"http_req_failed",7b04b6df-7396-4f96-9345-24e742ac2c49,counter,"{""count"":806.5826728649042,""rate"":95.5067382528128}"
30c89b2d-105a-41db-9c96-89c73364dc17,"data_received",7b04b6df-7396-4f96-9345-24e742ac2c49,trend,"{""max"":3.791836462454227,""min"":3.9063002682347503,""avg"":0.3007816589410317,""med"":0.6411389294832381,""p95"":8.822381026201425,""p90"":2.28491677077192}"
81f86f41-875b-485b-9144-af69afa5b069,"http_req_blocked",7b04b6df-7396-4f96-9345-24e742ac2c49,gauge,"{""value"":74.13798570103198,""min"":86.6953941823762,""max"":63.26046525360033}"
42311a58-263c-45c9-aef6-b0051c592b40,"http_req_receiving",7b04b6df-7396-4f96-9345-24e742ac2c49,counter,"{""count"":152.95390485209936,""rate"":64.23668004692018}"
18313964-bce4-4daa-809c-0d86768daba8,"iterations",7b04b6df-7396-4f96-9345-24e742ac2c49,counter,"{""count"":349.9106883208105,""rate"":3.6820250360882545}"
4f990837-c996-42a8-8fc1-b3e58d134c9d,"data_sent",7b04b6df-7396-4f96-9345-24e742ac2c49,counter,"{""count"":496.63509297956375,""rate"":39.6703353612764}"
b53cfea7-6d09-4c2a-b429-a63b86d6be73,"iteration_duration",7b04b6df-7396-4f96-9345-24e742ac2c49,gauge,"{""value"":92.67520417821781,""min"":59.45062175574514,""max"":43.39410921218884}"
6cf109b9-510b-4447-a684-c3834af6ee10,"http_req_sending",7b04b6df-7396-4f96-9345-24e742ac2c49,gauge,"{""value"":14.431968701105035,""min"":71.98408020500985,""max"":86.09699022155361}"
e19bd604-b2b2-4aa4-a89f-6265e8b87146,"http_req_duration",7b04b6df-7396-4f96-9345-24e742ac2c49,trend,"{""max"":9.616160158865682,""min"":3.504853475672981,""avg"":2.6157253034260597,""med"":5.290852799150053,""p95"":1.124351899598296,""p90"":7.475974464220379}"
b1b71d03-84a3-41c8-85dd-c10f3bdc1bf6,"http_req_tls_handshaking",7b04b6df-7396-4f96-9345-24e742ac2c49,gauge,"{""value"":27.628738073471858,""min"":55.27602630092898,""max"":42.799432069563345}"
bb019807-64a1-444e-9279-4da07a9469c8,"vus_max",7b04b6df-7396-4f96-9345-24e742ac2c49,rate,"{""rate"":88.67512027414125,""passes"":40.68041510832964,""fails"":51.05778946783289}"
e1b4a640-bb54-40ae-84f8-f325b0c8c6e3,"http_req_waiting",7b04b6df-7396-4f96-9345-24e742ac2c49,counter,"{""count"":986.3202748652868,""rate"":84.69403054551154}"
50b414ab-f8b0-4539-b3b8-43e016f715eb,"http_req_connecting",7b04b6df-7396-4f96-9345-24e742ac2c49,trend,"{""max"":4.827001404529509,""min"":4.310691431965523,""avg"":2.500151047528579,""med"":3.63681651144676,""p95"":1.2315080695475,""p90"":3.2166678820025574}"
e862cce1-729f-4075-bbcc-8e6198779351,"vus",7b04b6df-7396-4f96-9345-24e742ac2c49,rate,"{""rate"":7.360643229804465,""passes"":18.318467989095222,""fails"":19.582335591001975}"
479e6640-0744-4e5e-ac18-2765c0fc1be1,"http_reqs",7b04b6df-7396-4f96-9345-24e742ac2c49,rate,"{""rate"":14.6523778817511,""passes"":84.15174805569637,""fails"":18.861756288663344}"
43e2e669-485b-44fe-b719-85dbe1597732,"http_req_failed",7bb467ac-6187-4ef9-8f8f-94e2518a49bc,counter,"{""count"":6.166657676881626,""rate"":23.19052493301893}"
e5530651-35c4-4eca-bbc7-a60bf8a20055,"data_received",7bb467ac-6187-4ef9-8f8f-94e2518a49bc,trend,"{""max"":6.380628293902894,""min"":2.756702174836312,""avg"":1.3620739295025996,""med"":3.203512941252625,""p95"":0.5146276892286505,""p90"":6.301863336835454}"
b8548e1d-e720-4181-ab99-9bd422203faa,"http_req_blocked",7bb467ac-6187-4ef9-8f8f-94e2518a49bc,gauge,"{""value"":45.38327750080116,""min"":93.64915209022371,""max"":82.65848430304231}"
31f179d0-657f-499c-b99e-0cca135044d3,"http_req_receiving",7bb467ac-6187-4ef9-8f8f-94e2518a49bc,gauge,"{""value"":73.47093911900373,""min"":83.8758847272921,""max"":73.95977066202566}"
