id,name,metrics_id,type,values
7bbb066d-ba03-4c95-9ec0-149a345b8db7,"http_req_blocked",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,trend,"{""max"":3.7898844644777583,""min"":3.5363135546692135,""avg"":0.9198980880259944,""med"":9.819799969794422,""p(95)"":6.9227395317586415,""p(90)"":1.3600226377791236}"
e55f6a02-4a62-4748-b025-72f03d603781,"data_received",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,counter,"{""count"":880.9730901883444,""rate"":77.18610588157578}"
6fe8eb9b-2ac5-431f-b4b9-e7b7ede477c8,"http_req_duration",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,trend,"{""max"":2.9682052859572936,""min"":8.024701118356562,""avg"":0.6484954824900946,""med"":5.36092558976047,""p(95)"":8.903155498748566,""p(90)"":6.601316184044942}"
622b528d-6686-4755-8c11-acadf6e024bf,"vus",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":33.742000106777795,""min"":47.68095793346448,""max"":21.99109558386042}"
018d050d-41c3-4367-b30d-d06687b2cc9b,"http_req_waiting",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,trend,"{""max"":1.424123465838082,""min"":1.9698846400534697,""avg"":6.643694658727593,""med"":4.979292861909338,""p(95)"":3.1426657849020145,""p(90)"":2.2130615677201684}"
7532ac43-2e37-4f1c-84be-8ab508e81f21,"http_req_connecting",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,trend,"{""max"":4.377765184923911,""min"":1.0140229275038004,""avg"":1.5534244750656123,""med"":7.221585819693251,""p(95)"":5.703621956706923,""p(90)"":9.620841436068853}"
3e5cf311-13e9-430d-bcc1-9f0720b3aba0,"data_sent",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,counter,"{""count"":133.92854655536425,""rate"":77.8939600298059}"
ba37d8c8-16b8-4922-af92-f695118a4662,"http_reqs",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,counter,"{""count"":127.83883690920428,""rate"":20.482604202117006}"
e22e5d09-bbde-48b1-b72b-2f14fa5ab98b,"http_req_receiving",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,trend,"{""max"":0.11377724675361689,""min"":9.762798234773271,""avg"":2.9903842739648168,""med"":0.23818736680876307,""p(95)"":1.8788462705769127,""p(90)"":5.015551673406502}"
f458b0fd-2af0-4bc3-b317-d8acc7cbc474,"http_req_tls_handshaking",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,trend,"{""max"":6.2951779892241895,""min"":2.991849284046987,""avg"":3.2809155773408296,""med"":5.091122570428379,""p(95)"":8.474703477978657,""p(90)"":6.214286780505619}"
7164da04-9494-43bb-af65-66eda5e1a0b6,"vus_max",1d8afab6-4f5d-49c6-9fae-f1914fb32ec2,gauge,"{""value"":39.022157495853236,""min"":69.02692147717367,""max"":23.33038481867763}"
a2bc7653-6f6d-48f4-a5d6-a54c75d75ff1,"iteration_duration",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":5.829940473412582,""min"":5.52636795490879,""avg"":5.8175720576449,""med"":5.087865512394666,""p(95)"":7.362081125599012,""p(90)"":1.4838061236821742}"
d5a969e6-2629-470c-b146-0062916cba90,"http_req_failed",d339f9fc-9364-46a4-9988-513498884c64,rate,"{""rate"":64.72592735571972,""passes"":59.592627308205834,""fails"":86.119627163885}"
a8fcd963-458b-454d-9c7c-07082bb884a6,"http_req_sending",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":6.533596406053734,""min"":6.728237421026064,""avg"":1.5773604492359716,""med"":3.9961232966424887,""p(95)"":8.082551162291402,""p(90)"":7.228108934816842}"
320761d2-f0e2-4456-9cd9-c1d418469d10,"iterations",d339f9fc-9364-46a4-9988-513498884c64,counter,"{""count"":978.3460023995734,""rate"":56.45255836805849}"
cce73379-9efd-4c80-b5b4-957f6de4bc1a,"http_req_blocked",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":2.1514012985013,""min"":9.197315625753955,""avg"":4.596898310807593,""med"":2.0052066882845687,""p(95)"":6.111179829503418,""p(90)"":8.646818405229858}"
1798b4f2-6e84-4dcd-84ca-68c126042805,"data_received",d339f9fc-9364-46a4-9988-513498884c64,counter,"{""count"":687.1419449175168,""rate"":32.75095559268071}"
0dee6314-b2bc-4d83-84ec-d56af830f4fd,"http_req_duration",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":5.223496793238594,""min"":1.7246225888260591,""avg"":1.5899747108435025,""med"":7.2803762869028645,""p(95)"":1.5284149493840526,""p(90)"":7.49481338229701}"
d08ab12f-1e4b-480e-af4c-37d3b67ae2b8,"vus",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":21.343115108379195,""min"":98.47981335462704,""max"":1.9846811910756879}"
3a533312-2473-4831-9267-6788838e9f20,"http_req_waiting",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":9.857217007050599,""min"":3.640926048274081,""avg"":7.750551243570969,""med"":9.384680508189046,""p(95)"":1.400107323945774,""p(90)"":6.566540783667209}"
a2a11927-e760-4dab-949c-304fecf16dd3,"http_req_connecting",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":0.7740476293086618,""min"":0.11571702013425389,""avg"":0.48038826692054726,""med"":8.446989574323323,""p(95)"":6.788661396323997,""p(90)"":9.248306977039753}"
73685829-f4e3-49e9-8810-15e030eb4301,"data_sent",d339f9fc-9364-46a4-9988-513498884c64,counter,"{""count"":893.1992654510356,""rate"":34.78633735425484}"
882c6010-3c6a-4d02-9d4b-c2e1f1975ae4,"http_reqs",d339f9fc-9364-46a4-9988-513498884c64,counter,"{""count"":954.28480498886,""rate"":74.32477194428428}"
9bd7566b-3236-4500-bc1b-845378817706,"http_req_receiving",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":9.70179518790585,""min"":6.741641819493313,""avg"":1.725324862827755,""med"":2.614371143968511,""p(95)"":5.918174651816496,""p(90)"":5.812417641570507}"
84f7791a-f7b0-4480-b284-fd9ab96786ba,"http_req_tls_handshaking",d339f9fc-9364-46a4-9988-513498884c64,trend,"{""max"":3.4027152564626273,""min"":0.9733582213033531,""avg"":7.060723242873007,""med"":4.389948066279532,""p(95)"":7.086354592792166,""p(90)"":1.4471435269543576}"
dad1b620-454b-4233-96b8-366c50b68e52,"vus_max",d339f9fc-9364-46a4-9988-513498884c64,gauge,"{""value"":85.18920862503131,""min"":82.26698489818725,""max"":70.89967704264004}"
e7c71c59-e4dd-44cd-b18e-e42c0420c55a,"iteration_duration",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":9.844298396909359,""min"":5.074716287378651,""avg"":8.982377332184372,""med"":3.242066707432867,""p(95)"":4.249091473528049,""p(90)"":5.353417415406781}"
a55aea32-06b8-4b96-a04d-aae11abbcfd6,"http_req_failed",68236642-9ea6-4ada-a31a-6ff6a610b220,rate,"{""rate"":11.355240749637186,""passes"":76.76322970598018,""fails"":17.909258667977955}"
309a2a1d-8acc-42c3-8e64-75277cb2eed9,"http_req_sending",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":7.221614126243518,""min"":5.054479620115615,""avg"":4.52414974710414,""med"":6.55502270513295,""p(95)"":6.78519108432833,""p(90)"":4.556906952056444}"
432c3172-edbb-4be4-9959-7ae32ed8be11,"iterations",68236642-9ea6-4ada-a31a-6ff6a610b220,counter,"{""count"":771.0503657442314,""rate"":93.36540655539368}"
0742d4bd-cf8e-4f9e-bb43-b64adeedb404,"http_req_blocked",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":3.2643376565266777,""min"":1.809926826934134,""avg"":8.274522255156759,""med"":9.150916520614008,""p(95)"":3.135882132167289,""p(90)"":9.308591650310916}"
dcf43bd3-ab44-48c2-97e8-91c3b9df9fc9,"data_received",68236642-9ea6-4ada-a31a-6ff6a610b220,counter,"{""count"":679.0131436449091,""rate"":89.85634773296043}"
588a5c6f-4465-47b0-927d-471bb20189f5,"http_req_duration",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":7.859861579785039,""min"":7.428864083821311,""avg"":1.6958988414839482,""med"":2.6581986665243096,""p(95)"":9.579681749636576,""p(90)"":2.3490113553770717}"
8ab5969e-1a2e-491c-8fe2-43fd15abcf8f,"vus",68236642-9ea6-4ada-a31a-6ff6a610b220,gauge,"{""value"":68.34624458211745,""min"":17.425498163585807,""max"":78.65216294133472}"
c69c12d0-cce2-4ed1-9e82-75d578e0e31d,"http_req_waiting",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":2.704965852915416,""min"":3.98457767273918,""avg"":6.03682532995109,""med"":4.082195850668184,""p(95)"":5.3237788315765044,""p(90)"":8.975669002070246}"
7ca53d3c-d156-4c0f-8851-cbfe0d517a86,"http_req_connecting",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":2.7709912954809015,""min"":0.2229781275974152,""avg"":1.5540134953945317,""med"":0.5799617329884821,""p(95)"":9.395683258264723,""p(90)"":9.5115639230503}"
12743663-f613-40ab-8cb6-e9b317795fb9,"data_sent",68236642-9ea6-4ada-a31a-6ff6a610b220,counter,"{""count"":164.29277209008652,""rate"":93.04535522276294}"
0aaa079a-909d-4412-9529-88e3ddef60d6,"http_reqs",68236642-9ea6-4ada-a31a-6ff6a610b220,counter,"{""count"":335.73273123198476,""rate"":42.15761122298607}"
3389839c-bd2e-432d-b74a-7f26c87ea8e6,"http_req_receiving",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":0.8100962466022077,""min"":7.198204993841893,""avg"":4.176057035585342,""med"":7.418221136339196,""p(95)"":1.326793811155208,""p(90)"":6.511077943823903}"
e0121b4e-50da-4579-9e95-abcaf691ed4d,"http_req_tls_handshaking",68236642-9ea6-4ada-a31a-6ff6a610b220,trend,"{""max"":4.261115507713715,""min"":8.353765833466465,""avg"":4.516551214306377,""med"":0.9378732952860369,""p(95)"":1.434730085441217,""p(90)"":2.743023789728051}"
6fbd94df-e8b0-4919-9bcb-c74e7622604d,"vus_max",68236642-9ea6-4ada-a31a-6ff6a610b220,gauge,"{""value"":28.079380410152766,""min"":32.49386545601535,""max"":38.6222819965206}"
4d82d4b0-d845-46ae-88a1-191454fde551,"iteration_duration",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":7.09598789916364,""min"":0.4200497453494456,""avg"":8.425442366939324,""med"":2.7598439697327737,""p(95)"":0.03227566892643696,""p(90)"":2.833322851836284}"
5e9cf8d4-451d-4664-ac5f-99ebd7fb9b31,"http_req_failed",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,rate,"{""rate"":92.47871016727099,""passes"":78.91594319365328,""fails"":29.248657330703054}"
d7e722dd-aa3d-4adc-bde3-1f9f34f4d4f2,"http_req_sending",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":5.129376947141094,""min"":7.243933867881392,""avg"":3.581860809923385,""med"":1.8679624431496067,""p(95)"":3.7663757215979543,""p(90)"":5.328641771163735}"
03948ce4-8e69-4f78-b93e-9609c326ad6e,"iterations",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":204.39616480282885,""rate"":97.63647553313345}"
cda778c1-52f6-4b49-9739-ddc194489020,"http_req_blocked",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":0.08796081166745684,""min"":1.1099512941929246,""avg"":9.297075287172055,""med"":2.667872700840249,""p(95)"":5.7191828920483525,""p(90)"":5.391962303648006}"
253e3e3e-9666-4264-a946-b16b2c21b1e7,"data_received",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":610.9619879584753,""rate"":32.33538455625692}"
72129fd4-ccc7-48f4-b728-841a0a8c14d2,"http_req_duration",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":2.1870196674565543,""min"":8.589741450536994,""avg"":9.049024483594811,""med"":1.9700900534288457,""p(95)"":9.742168437002599,""p(90)"":1.381388358793667}"
55204bee-abf7-4c38-a0e7-3471f375f81c,"vus",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,gauge,"{""value"":91.0914406694715,""min"":38.5897287615333,""max"":90.37813865091356}"
eba1a185-b062-4e63-80cb-1aefd2d24fea,"http_req_waiting",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":0.3246843538554611,""min"":5.764776091787677,""avg"":3.256974634678765,""med"":1.8022968508165826,""p(95)"":3.3133003456614594,""p(90)"":1.747466357446894}"
06a033b0-1882-4ac8-8b1e-e319bfcd612e,"http_req_connecting",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":5.54448986014636,""min"":2.053009540063202,""avg"":5.78122653375415,""med"":2.861212890672732,""p(95)"":1.3834855295944537,""p(90)"":0.7113510516825627}"
b4b41531-034a-4c94-9c12-307f9a938e59,"data_sent",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":995.4179045190552,""rate"":54.94832518156638}"
794db8f7-cf80-4d05-86d0-21dd222b96bc,"http_reqs",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,counter,"{""count"":69.78462788527662,""rate"":32.983272273166605}"
8cb4c9d0-7bee-4889-b737-d47145974030,"http_req_receiving",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":4.19917348332463,""min"":0.6381685121982927,""avg"":6.482809712558719,""med"":9.235906978644424,""p(95)"":0.572088814591174,""p(90)"":2.203415900342308}"
51bce32b-470f-457d-b112-33420d44ad9c,"http_req_tls_handshaking",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,trend,"{""max"":8.771025963313262,""min"":4.227519901884284,""avg"":3.363074519205825,""med"":4.133907921305552,""p(95)"":7.056587785980374,""p(90)"":4.592437402683293}"
fe64ccbd-cb69-4972-97b7-b09707cac375,"vus_max",0b7875c3-26a8-498c-b65f-80ddea9cfe5b,gauge,"{""value"":51.12629180378892,""min"":30.680119086667567,""max"":3.6171838864519246}"
c3690189-e9a1-4173-a4c1-41e3637534fc,"iteration_duration",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":0.758552062297132,""min"":8.937707202612756,""avg"":0.920809805747459,""med"":2.9003994803378106,""p(95)"":6.200430590545133,""p(90)"":1.4425267981611023}"
402b7e26-397f-411f-b39c-d790f37e03f1,"http_req_failed",ce124c8d-437b-48b4-baa5-5cb25024ad14,rate,"{""rate"":5.149039140810919,""passes"":96.73586645693621,""fails"":20.931970585628402}"
7915d0ed-4b6d-4d80-82f0-1dcc56feab23,"http_req_sending",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":1.947384501156798,""min"":0.35182420485708743,""avg"":8.402191681711495,""med"":6.559069354052856,""p(95)"":6.479553783431646,""p(90)"":8.63756047442974}"
8e999e2e-f306-4137-b0eb-d2752e6d2657,"iterations",ce124c8d-437b-48b4-baa5-5cb25024ad14,counter,"{""count"":809.4723098093486,""rate"":85.75006854411994}"
d55a66c7-ea3f-4a85-9990-18727e4c73d9,"http_req_blocked",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":4.849925861244836,""min"":9.734796163370028,""avg"":3.759511155216977,""med"":4.0003056416018,""p(95)"":5.349066736070492,""p(90)"":9.647897145159593}"
bfd8891e-cfe3-4a48-a4ef-ef8026040a33,"data_received",ce124c8d-437b-48b4-baa5-5cb25024ad14,counter,"{""count"":307.26732425180546,""rate"":54.219427480117254}"
934317fa-faf5-4a53-8ba7-0ab3f3394b98,"http_req_duration",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":3.3954275865011363,""min"":6.932527913549872,""avg"":9.734559217818706,""med"":2.792294660866572,""p(95)"":7.638971051957105,""p(90)"":2.0252895465736964}"
4de4e392-74f5-460f-a2dd-ac1aa4a92d84,"vus",ce124c8d-437b-48b4-baa5-5cb25024ad14,gauge,"{""value"":93.17770649175895,""min"":58.13707871572181,""max"":0.2314095517834458}"
133cdb70-6794-401b-888c-4e60ded6408b,"http_req_waiting",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":5.2737542942964595,""min"":2.9608529539894626,""avg"":4.321180464072443,""med"":7.104970370368166,""p(95)"":1.5170261356236714,""p(90)"":6.998020562194126}"
2af537fc-804d-4a87-9709-8b3742a41ee5,"http_req_connecting",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":9.0905025936584,""min"":6.113697293922005,""avg"":8.43914772231383,""med"":6.458002431668717,""p(95)"":8.94538424119923,""p(90)"":3.2203649836339654}"
706fb267-9e82-4cf2-9625-55d4a7ab7dad,"data_sent",ce124c8d-437b-48b4-baa5-5cb25024ad14,counter,"{""count"":907.7427367113536,""rate"":19.12369231782174}"
1456e2fc-bbb4-43fc-8dc3-b5ff75e207c1,"http_reqs",ce124c8d-437b-48b4-baa5-5cb25024ad14,counter,"{""count"":156.83935509409542,""rate"":7.362163413275857}"
dfe77a18-4f1a-48b5-a18e-7c3341f10149,"http_req_receiving",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":8.634746619234848,""min"":3.7416740796151995,""avg"":6.377973696627418,""med"":2.1415014585855596,""p(95)"":3.2867333223497996,""p(90)"":1.1861497513546049}"
d95ac01d-6943-4b2b-a73f-05a5401c314d,"http_req_tls_handshaking",ce124c8d-437b-48b4-baa5-5cb25024ad14,trend,"{""max"":0.27014845383064645,""min"":6.967666941284568,""avg"":9.38054937196681,""med"":8.419857768609942,""p(95)"":7.311425710128696,""p(90)"":5.425792120459043}"
922acf8f-de48-4ebc-8175-c86ed97503b0,"vus_max",ce124c8d-437b-48b4-baa5-5cb25024ad14,gauge,"{""value"":14.856809783820568,""min"":55.784825846162434,""max"":24.704951903640236}"
53ea4651-b956-4725-a2b7-8f18b4de2930,"iteration_duration",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":2.8507054429920697,""min"":4.835491588377202,""avg"":3.800827802775504,""med"":8.451863628563803,""p(95)"":2.1203260126850587,""p(90)"":4.0169921923573435}"
a9760def-efde-4652-af7e-a04ae2bf13e0,"http_req_failed",2866b211-8e8a-44e4-9f6a-72ebab4f3907,rate,"{""rate"":95.71062276166353,""passes"":40.11545484431473,""fails"":71.36278145017965}"
6a9824d0-7ce5-4cde-a3f5-1d37c84c45c3,"http_req_sending",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":2.437478979042551,""min"":3.610821744003564,""avg"":6.154852139253599,""med"":8.029837310267641,""p(95)"":4.477299721329706,""p(90)"":4.9417014408149464}"
574e8805-2c93-4b18-b286-702faa405b75,"iterations",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":845.560717959529,""rate"":15.27333857548282}"
38ad9a04-b229-4a21-abbd-f85e23e3b1c8,"http_req_blocked",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":8.513750083201515,""min"":2.354447590864165,""avg"":4.353936732285063,""med"":9.52911602076431,""p(95)"":1.3553019938765298,""p(90)"":8.155398468926155}"
bc50ab5c-4875-4158-a0cc-eb9dd16d353c,"data_received",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":562.4360483631376,""rate"":80.88023738023271}"
0642c3d4-d66e-4964-92ec-8b42e6093479,"http_req_duration",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":1.135420331223821,""min"":5.312038279847221,""avg"":8.537515258878436,""med"":6.024591330197543,""p(95)"":8.389713100339069,""p(90)"":7.025308033347203}"
77f43f60-8c1a-4eb3-9dd6-1fdb8d84c26f,"vus",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":26.724245867591947,""min"":19.97756721236893,""max"":84.76329161673426}"
b75e94e7-2b69-48e0-ba10-5558b1115ec5,"http_req_waiting",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":7.658743371277959,""min"":5.2682373463755034,""avg"":6.215135484325377,""med"":0.8943355812410014,""p(95)"":6.050684862940781,""p(90)"":9.843105914270637}"
dd248c50-5d96-4eb1-affc-a28c1cc18863,"http_req_connecting",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":6.627859775924225,""min"":3.186602212516907,""avg"":0.8335107811135678,""med"":2.3004111403205076,""p(95)"":4.423687660746159,""p(90)"":7.037396629002882}"
ebd754a0-75f4-434f-a2a6-7d787f72ea85,"data_sent",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":815.2004889079996,""rate"":48.05387573638589}"
e4a925f6-be5a-46b8-9aff-fe822cf42cfc,"http_reqs",2866b211-8e8a-44e4-9f6a-72ebab4f3907,counter,"{""count"":465.4892546056938,""rate"":19.55670966859946}"
119a03a4-866e-4236-bc7a-88696d940229,"http_req_receiving",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":1.7086088392443188,""min"":4.9101339471816505,""avg"":1.047218263325993,""med"":5.809448946258824,""p(95)"":4.4688597304050415,""p(90)"":7.21383348802213}"
b7987ce3-6f09-46e9-89f2-4fda7bc9522c,"http_req_tls_handshaking",2866b211-8e8a-44e4-9f6a-72ebab4f3907,trend,"{""max"":6.0228999415900395,""min"":2.9616592804547226,""avg"":3.8935252431101866,""med"":2.973231476424739,""p(95)"":0.12391372502508213,""p(90)"":2.9090078057189173}"
91e59f13-472a-4fb5-ad0c-e0bbb91e804c,"vus_max",2866b211-8e8a-44e4-9f6a-72ebab4f3907,gauge,"{""value"":13.790803570080756,""min"":47.687182959836186,""max"":6.380905434017015}"
bd29718f-402a-42ba-ada1-c0a03f71cb78,"iteration_duration",7b04b6df-7396-4f96-9345-24e742ac2c49,trend,"{""max"":1.6266572705948257,""min"":2.347910562912273,""avg"":1.8136278644185722,""med"":7.701182855002996,""p(95)"":3.411747811625876,""p(90)"":2.052262606948194}"
4fd731ad-1ebf-4c2c-8a11-b96919c0e7b0,"http_req_failed",7b04b6df-7396-4f96-9345-24e742ac2c49,rate,"{""rate"":14.921218588896668,""passes"":83.68507434874304,""fails"":52.669161104893526}"
02b1ace7-a0dc-455f-8c86-c5149f27a5ad,"http_req_sending",7b04b6df-7396-4f96-9345-24e742ac2c49,trend,"{""max"":6.462322184244792,""min"":7.570478458149194,""avg"":8.290130374386308,""med"":1.6851096891132722,""p(95)"":0.3250167357856171,""p(90)"":1.0956607608213098}"
432036b6-45c9-453e-8400-e5f2f3d3d90d,"iterations",7b04b6df-7396-4f96-9345-24e742ac2c49,counter,"{""count"":436.88792148579034,""rate"":99.82548883650233}"
2478fdf1-d6df-4d70-839a-20ff1febadf0,"http_req_blocked",7b04b6df-7396-4f96-9345-24e742ac2c49,trend,"{""max"":8.523211343297653,""min"":1.8365556957549,""avg"":5.758555356436816,""med"":0.3657956073851476,""p(95)"":2.2506964221701264,""p(90)"":3.1680071749434324}"
